,Price,Sqtft,Location,NoofBedrooms,SwimmingPool,JoggingTrack,RainWaterHarvesting,CarParking
10976,6995999,1027,Karapakkam,2,1,1,1,1
10977,9119000,1358,Karapakkam,3,1,1,1,1
10978,6977000,1024,Karapakkam,2,1,1,1,1
10979,19000000,2686,Karapakkam,4,1,1,1,1
10980,10400000,1561,Karapakkam,3,1,1,1,1
10981,8721000,1296,Karapakkam,3,1,1,1,1
10982,10400000,1566,Karapakkam,3,1,1,1,1
10983,13200000,1829,Karapakkam,3,1,1,1,1
10984,10400000,1564,Karapakkam,3,1,1,1,1
10985,9055000,1348,Karapakkam,3,1,1,1,1
10986,13799999,1944,Karapakkam,3,1,1,1,1
10987,18600000,2630,Karapakkam,4,1,1,1,1
10988,18500000,2616,Karapakkam,4,1,1,1,1
10989,10600000,1599,Karapakkam,3,1,1,1,1
10990,7213000,1173,Perungudi,2,0,0,1,1
10991,9741000,1584,Perungudi,3,0,0,1,1
10992,24600000,1970,Thiruvanmiyur,3,1,1,1,1
10993,23300000,1871,Thiruvanmiyur,3,1,1,1,1
10994,17800000,1431,Thiruvanmiyur,2,1,1,1,1
10995,22799999,1831,Thiruvanmiyur,3,1,1,1,1
10996,25299999,2394,Vadapalani,4,1,0,1,0
10997,16000000,1517,Vadapalani,3,1,0,1,0
10998,16000000,1516,Vadapalani,3,1,0,1,0
10999,17800000,1685,Vadapalani,3,1,0,1,0
11000,20700000,1954,Vadapalani,3,1,0,1,0
11001,20000000,1888,Vadapalani,3,1,0,1,0
11002,17900000,1695,Vadapalani,3,1,0,1,0
11003,15800000,1496,Vadapalani,3,1,0,1,0
11004,20000000,1891,Vadapalani,3,1,0,1,0
11005,15800000,1495,Vadapalani,3,1,0,1,0
11006,15600000,1474,Vadapalani,3,1,0,1,0
11007,17000000,1611,Vadapalani,3,1,0,1,0
11008,17000000,1610,Vadapalani,3,1,0,1,0
11009,20299999,1923,Vadapalani,3,1,0,1,0
11010,20400000,1925,Vadapalani,3,1,0,1,0
11011,24900000,2350,Vadapalani,4,1,0,1,0
11012,3202000,915,West Tambaram,2,0,0,1,1
11013,3202000,915,West Tambaram,2,0,0,1,1
11014,3202000,915,West Tambaram,2,0,0,1,1
11015,8900000,1018,Alandur,2,1,0,0,0
11016,5400000,913,Kovur,2,1,1,1,1
11017,5100000,994,Kelambakkam,2,1,0,0,0
11018,6500000,734,Thoraipakkam OMR,2,1,0,0,1
11019,3202000,915,West Tambaram,2,0,0,1,1
11020,3377000,965,Selaiyur,2,0,0,1,0
11021,3885000,1110,West Tambaram,2,0,0,1,1
11022,4000000,1062,Vandalur,2,0,0,0,0
11023,4000000,1062,Vandalur,2,0,0,0,0
11024,4000000,1062,Vandalur,2,0,0,0,0
11025,4000000,1062,Vandalur,2,0,0,0,0
11026,4000000,1062,Vandalur,2,0,0,0,0
11027,4000000,1062,Vandalur,2,0,0,0,0
11028,4000000,1062,Vandalur,2,0,0,0,0
11029,3322000,852,Pozhichalur,2,0,0,0,1
11030,3065000,786,Pozhichalur,2,0,0,0,1
11031,2808000,720,Pozhichalur,2,0,0,0,1
11032,3276000,840,Pozhichalur,2,0,0,0,1
11033,2909000,746,Pozhichalur,2,0,0,0,1
11034,3049000,782,Pozhichalur,2,0,0,0,1
11035,2858000,733,Pozhichalur,2,0,0,0,1
11036,8216000,1565,Kolathur,2,1,1,1,1
11037,6704000,1277,Kolathur,2,1,1,1,1
11038,9276000,1767,Kolathur,3,1,1,1,1
11039,10100000,1938,Kolathur,3,1,1,1,1
11040,13700000,2627,Kolathur,3,1,1,1,1
11041,16900000,3234,Kolathur,3,1,1,1,1
11042,10600000,2020,Kolathur,3,1,1,1,1
11043,7113000,1355,Kolathur,2,1,1,1,1
11044,8604000,1639,Kolathur,2,1,1,1,1
11045,9759000,1859,Kolathur,3,1,1,1,1
11046,9229000,1758,Kolathur,3,1,1,1,1
11047,12100000,1506,Madipakkam,3,0,1,0,1
11048,11600000,1444,Madipakkam,3,0,1,0,1
11049,10200000,1282,Madipakkam,3,0,1,0,1
11050,9742000,1215,Madipakkam,2,0,1,0,1
11051,11700000,1464,Madipakkam,3,0,1,0,1
11052,7867000,965,Madipakkam,2,0,1,0,1
11053,8767000,1100,Madipakkam,2,0,1,0,1
11054,8589000,1068,Madipakkam,2,0,1,0,1
11055,30000000,1975,Adyar,3,1,0,0,0
11056,30000000,1975,Thiruvanmiyur,3,1,0,0,0
11057,6500000,1024,Maduravoyal,2,1,0,0,0
11058,4000000,592,Vanagaram,1,1,0,0,0
11059,9000000,1076,Pallavaram,2,1,0,1,0
11060,4000000,1062,Peerakankaranai,2,0,0,0,0
11061,4000000,1060,Vandalur,2,0,0,0,0
11062,7500000,1276,Madhavaram,2,1,0,0,0
11063,6396000,984,Kolathur,2,0,1,1,0
11064,6389000,983,Kolathur,2,0,1,1,0
11065,6389000,983,Anna Nagar,2,0,0,0,0
11066,6831000,1051,Anna Nagar,2,0,0,0,0
11067,6461000,994,Kolathur,2,0,1,1,0
11068,6636000,1021,Anna Nagar,2,0,0,0,0
11069,6259000,963,Anna Nagar,2,0,0,0,0
11070,6389000,983,Anna Nagar,2,0,0,0,0
11071,6565000,1010,Anna Nagar,2,0,0,0,0
11072,6948000,1069,Korattur,2,0,0,0,0
11073,6461000,994,Kolathur,2,0,1,1,0
11074,6396000,984,Kolathur,2,0,1,1,0
11075,6636000,1021,Anna Nagar,2,0,0,0,0
11076,6461000,994,Korattur,2,0,0,0,0
11077,6389000,983,Kolathur,2,0,1,1,0
11078,7569000,1321,Korattur,2,1,0,1,0
11079,2725000,639,Avadi,2,1,0,0,0
11080,2725000,645,Avadi,2,1,0,0,0
11081,3500000,750,Sunnambu Kolathur S Kolathur,2,0,0,0,0
11082,6600000,1002,Gowrivakkam,2,1,1,1,0
11083,7600000,984,Thoraipakkam,2,1,0,0,0
11084,5978000,1128,Manikandan Nagar,3,0,0,0,0
11085,5900000,1123,Ullagaram,3,0,0,0,0
11086,4600000,880,Kovilambakkam,2,0,0,0,0
11087,5700000,1080,Kovilambakkam,3,0,0,0,0
11088,5700000,1080,Kovilambakkam,3,0,0,0,0
11089,4200000,809,Kovilambakkam,2,0,0,0,0
11090,5861000,1058,Ullagaram,3,0,0,0,0
11091,6138000,1116,Ullagaram,3,0,0,0,0
11092,6476000,1222,Ullagaram,3,0,0,0,0
11093,3743000,871,Poonamallee,2,0,0,0,0
11094,2850000,750,Mudichur,1,0,0,0,0
11095,3173000,835,Thiruverkadu,2,0,0,0,0
11096,3743000,871,Poonamallee,2,0,0,0,0
11097,4708000,984,Kattupakkam,2,0,0,0,0
11098,3094000,884,Thirumazhisai,2,0,0,0,0
11099,3956000,920,Poonamallee,2,0,0,0,0
11100,2880000,600,Kattupakkam,1,0,0,0,0
11101,3743000,871,Poonamallee,2,0,0,0,0
11102,3956000,920,Poonamallee,2,0,0,0,0
11103,2743000,638,Poonamallee,1,0,0,0,0
11104,3363000,885,Avadi,2,0,0,0,0
11105,2471000,706,Thirumazhisai,2,0,0,0,0
11106,2850000,750,Mudichur,1,0,0,0,0
11107,3173000,835,Thiruverkadu,2,0,0,0,0
11108,3195000,841,Avadi,2,0,0,0,0
11109,3956000,920,Poonamallee,2,0,0,0,0
11110,4988000,1160,Poonamallee,2,0,0,0,0
11111,2089999,550,Mudichur,1,0,0,0,0
11112,3250000,805,Ullagaram,2,0,0,0,0
11113,3300000,809,Ullagaram,2,0,0,0,0
11114,8214000,1439,Korattur,3,1,0,1,0
11115,3893000,614,Korattur,2,1,0,1,0
11116,10700000,1909,Korattur,4,1,0,1,0
11117,6434000,1092,Manapakkam,3,0,0,0,0
11118,4623000,797,Manapakkam,2,0,0,0,0
11119,4513000,778,Manapakkam,2,0,0,0,0
11120,4733000,816,Manapakkam,2,0,0,0,0
11121,4733000,816,Manapakkam,2,0,0,0,0
11122,4733000,816,Manapakkam,2,0,0,0,0
11123,4513000,778,Manapakkam,2,0,0,0,0
11124,3422999,835,Kattankulathur,2,0,0,0,0
11125,3461000,845,Kattankulathur,2,0,0,0,0
11126,5063000,1220,Kattankulathur,3,0,0,0,0
11127,3461000,845,Kattankulathur,2,0,0,0,0
11128,6500000,1159,Vanagaram,2,1,0,0,0
11129,6500000,1159,Mogappair,2,1,0,0,0
11130,6500000,1131,Ayanambakkam,2,1,1,0,0
11131,4011999,1056,Kundrathur,3,0,0,0,0
11132,5647000,1255,Kolapakkam,3,0,0,0,0
11133,4545000,1010,Porur,2,0,0,0,0
11134,3879000,862,Kolapakkam,2,0,0,0,0
11135,3879000,862,Kolapakkam,2,0,0,0,0
11136,2416000,636,Kundrathur,2,0,0,0,0
11137,2250000,411,Medavakkam,1,1,1,0,0
11138,2584000,472,Medavakkam,1,1,1,0,0
11139,3934000,622,Korattur,2,1,0,1,0
11140,9643000,1691,Korattur,3,1,0,1,0
11141,6618000,1138,Korattur,2,1,0,1,0
11142,9861000,1569,Karapakkam,3,1,1,0,1
11143,7530000,1208,Karapakkam,2,1,1,0,1
11144,8161000,1316,Karapakkam,2,1,1,0,1
11145,10000000,1647,Karapakkam,3,1,1,0,1
11146,7652000,1229,Karapakkam,2,1,1,0,1
11147,9925000,1618,Karapakkam,3,1,1,0,1
11148,7641000,1227,Karapakkam,2,1,1,0,1
11149,7997000,1288,Karapakkam,2,1,1,0,1
11150,8079000,1302,Karapakkam,2,1,1,0,1
11151,7483000,1200,Karapakkam,2,1,1,0,1
11152,7664000,1231,Karapakkam,2,1,1,0,1
11153,7658000,1230,Karapakkam,2,1,1,0,1
11154,8079000,1302,Karapakkam,2,1,1,0,1
11155,4000000,738,Medavakkam,2,1,1,0,0
11156,2890000,528,Medavakkam,1,1,1,0,0
11157,2075000,379,Medavakkam,1,1,1,0,0
11158,7700000,1414,Medavakkam,3,1,1,0,0
11159,5256000,960,Medavakkam,2,1,1,0,0
11160,4790000,875,Medavakkam,2,1,1,0,0
11161,7800000,1428,Medavakkam,3,1,1,0,0
11162,4188000,765,Medavakkam,2,1,1,0,0
11163,4000000,748,Medavakkam,2,1,1,0,0
11164,12500000,1500,Thoraipakkam OMR,3,1,1,1,1
11165,9086000,1298,Velachery,3,0,0,0,0
11166,8043000,1149,Velachery,3,0,0,0,0
11167,8043000,1149,Velachery,3,0,0,0,0
11168,7476000,1068,Velachery,2,0,0,0,0
11169,7476000,1068,Velachery,2,0,0,0,0
11170,6593000,899,Velachery,2,0,0,0,0
11171,4519000,1078,Sithalapakkam,3,0,0,0,0
11172,3810000,905,Sithalapakkam,2,0,0,0,0
11173,3615999,882,Sithalapakkam,2,0,0,0,0
11174,3277000,775,Sithalapakkam,2,0,0,0,0
11175,5244000,1201,Medavakkam,3,0,0,0,0
11176,4563000,1039,Medavakkam,2,0,0,0,0
11177,4278000,971,Medavakkam,2,0,0,0,0
11178,3875000,899,Medavakkam,2,0,0,0,0
11179,3479999,781,Vengaivasal,2,0,0,0,0
11180,15400000,1100,Thiruvanmiyur,3,0,0,0,0
11181,7342000,1266,Kilkattalai,3,0,0,0,0
11182,5800000,1000,Kilkattalai,2,0,0,0,0
11183,5689000,981,Kilkattalai,2,0,0,0,0
11184,5870000,1223,Nanmangalam,3,0,0,0,0
11185,5140000,1071,Nanmangalam,3,0,0,0,0
11186,4784000,955,Nanmangalam,2,0,0,0,0
11187,4520000,900,Nanmangalam,2,0,0,0,0
11188,4084000,851,Nanmangalam,2,0,0,0,0
11189,2273000,530,Nanmangalam,1,0,0,0,0
11190,9086000,1298,Velachery,3,0,0,0,0
11191,8043000,1149,Velachery,3,0,0,0,0
11192,8043000,1149,Velachery,3,0,0,0,0
11193,7476000,1068,Velachery,2,0,0,0,0
11194,7476000,1068,Velachery,2,0,0,0,0
11195,6593000,899,Velachery,2,0,0,0,0
11196,4519000,1078,Sithalapakkam,3,0,0,0,0
11197,3810000,905,Sithalapakkam,2,0,0,0,0
11198,3615999,882,Sithalapakkam,2,0,0,0,0
11199,3277000,775,Sithalapakkam,2,0,0,0,0
11200,5244000,1201,Medavakkam,3,0,0,0,0
11201,4563000,1039,Medavakkam,2,0,0,0,0
11202,4278000,971,Medavakkam,2,0,0,0,0
11203,3875000,899,Medavakkam,2,0,0,0,0
11204,3479999,781,Vengaivasal,2,0,0,0,0
11205,7450000,1300,Medavakkam,3,0,0,0,0
11206,7130000,1260,Medavakkam,3,0,0,0,0
11207,6088000,1107,Medavakkam,3,0,0,0,0
11208,5200000,1200,Selaiyur,3,0,0,0,0
11209,4000000,954,Selaiyur,2,0,0,0,0
11210,4500000,954,Madambakkam,2,0,0,0,0
11211,5000000,954,Selaiyur,2,0,0,0,0
11212,6336000,1320,Annanagar,3,0,0,0,0
11213,6336000,1320,Chengalpattu,3,0,0,0,0
11214,5380000,1135,Medavakkam,3,0,0,0,0
11215,2428000,495,Medavakkam,1,0,0,0,0
11216,4628000,960,Medavakkam,2,0,0,0,0
11217,4069000,830,Medavakkam,2,0,0,0,0
11218,3789000,765,Medavakkam,2,0,0,0,0
11219,5090000,1020,Pallikaranai,2,0,0,0,0
11220,4955000,990,Pallikaranai,2,0,0,0,0
11221,6395000,1310,Pallikaranai,3,0,0,0,0
11222,6530000,1340,Pallikaranai,3,0,0,0,0
11223,5150000,952,Sunnambu Kolathur S Kolathur,2,0,0,0,0
11224,6804000,1270,Sunnambu Kolathur S Kolathur,3,0,0,0,0
11225,7116000,1330,Sunnambu Kolathur S Kolathur,3,0,0,0,0
11226,6700000,1250,Sunnambu Kolathur S Kolathur,3,0,0,0,0
11227,6010000,1020,Madipakkam,2,0,0,0,0
11228,5525000,950,Madipakkam,2,0,0,0,0
11229,5340000,880,Madipakkam,2,0,0,0,0
11230,5348000,990,Sunnambu Kolathur S Kolathur,2,0,0,0,0
11231,5348000,990,Sunnambu Kolathur S Kolathur,2,0,0,0,0
11232,4984000,920,Sunnambu Kolathur S Kolathur,2,0,0,0,0
11233,5244000,970,Sunnambu Kolathur S Kolathur,2,0,0,0,0
11234,4836000,945,Medavakkam,2,0,0,0,0
11235,5126000,1068,Medavakkam,2,0,0,0,0
11236,9198000,1260,Velachery,3,0,0,0,0
11237,4172000,843,tambaram west,2,0,0,0,0
11238,4613000,932,tambaram west,2,0,0,0,0
11239,4950000,1000,tambaram west,2,0,0,0,0
11240,6010000,1020,Madipakkam,2,0,0,0,0
11241,5525000,950,Madipakkam,2,0,0,0,0
11242,5340000,880,Madipakkam,2,0,0,0,0
11243,9198000,1260,Velachery,3,0,0,0,0
11244,4172000,843,tambaram west,2,0,0,0,0
11245,4613000,932,tambaram west,2,0,0,0,0
11246,4950000,1000,tambaram west,2,0,0,0,0
11247,5445000,1100,tambaram west,3,0,0,0,0
11248,4174000,859,Selaiyur,2,0,0,0,0
11249,4689000,965,Selaiyur,2,0,0,0,0
11250,6076000,1266,Rajakilpakkam,3,0,0,0,0
11251,5130000,950,Kilkattalai,2,0,0,0,0
11252,4860000,900,Kilkattalai,2,0,0,0,0
11253,4257000,860,Pallikaranai,2,0,0,0,0
11254,4356000,880,Pallikaranai,2,0,0,0,0
11255,4488000,1020,Kovilambakkam,2,0,0,0,0
11256,5544000,1260,Kovilambakkam,3,0,0,0,0
11257,5022000,930,Kilkattalai,2,0,0,0,0
11258,4070000,925,Kovilambakkam,2,0,0,0,0
11259,3828000,870,Kovilambakkam,2,0,0,0,0
11260,3953000,869,Selaiyur,2,0,0,0,0
11261,4718000,983,Sembakkam,2,0,0,0,0
11262,5116000,1066,Rajakilpakkam,2,0,0,0,0
11263,4140000,900,Madambakkam,2,0,0,0,0
11264,4176000,870,Sembakkam,2,0,0,0,0
11265,4290000,975,Kovilambakkam,2,0,0,0,0
11266,3889000,884,Kovilambakkam,2,0,0,0,0
11267,7130000,1150,Pallikaranai,3,0,0,0,0
11268,4800000,975,Selaiyur,2,0,0,0,0
11269,4800000,975,Selaiyur,2,0,0,0,0
11270,4400000,879,Selaiyur,2,0,0,0,0
11271,3367000,732,Medavakkam,2,0,0,0,0
11272,4300000,884,Madipakkam,2,0,0,1,1
11273,3220000,700,Medavakkam,2,0,0,0,0
11274,5921000,1048,Chromepet,3,0,0,0,0
11275,5460000,1200,Sembakkam,3,0,0,0,0
11276,4299000,945,Chromepet,2,0,0,0,0
11277,5460000,1200,Chromepet,3,0,0,0,0
11278,4472000,983,Sembakkam,2,0,0,0,0
11279,4850000,1066,Sembakkam,3,0,0,0,0
11280,5181000,942,Chromepet,2,0,0,0,0
11281,4372000,795,Chromepet,2,0,0,0,0
11282,4086999,865,Sembakkam,2,0,0,0,0
11283,6033000,1277,Madambakkam,3,0,0,0,0
11284,5036000,1066,Madambakkam,2,0,0,0,0
11285,4928000,896,Chromepet,2,0,0,0,0
11286,3800000,800,Selaiyur,2,0,0,0,0
11287,4678000,985,Selaiyur,2,0,0,0,0
11288,6963000,1266,Chromepet,3,0,0,0,0
11289,5197000,1100,Sembakkam,3,0,0,0,0
11290,6050000,1100,Chitlapakkam,3,0,0,0,0
11291,4108000,865,Selaiyur,2,0,0,0,0
11292,6175000,1300,Selaiyur,3,0,0,0,0
11293,5197000,1100,Madambakkam,3,0,0,0,0
11294,3779999,800,Rajakilpakkam,2,0,0,0,0
11295,4086999,865,Madambakkam,2,0,0,0,0
11296,6033000,1277,Rajakilpakkam,3,0,0,0,0
11297,4108000,865,Selaiyur,2,0,0,0,0
11298,3800000,800,Selaiyur,2,0,0,0,0
11299,3719000,783,Selaiyur,2,0,0,0,0
11300,2850000,600,Selaiyur,1,0,0,0,0
11301,6175000,1300,tambaram west,3,0,0,0,0
11302,5700000,1200,tambaram west,3,0,0,0,0
11303,5225000,1100,tambaram west,3,0,0,0,0
11304,4678000,985,tambaram west,2,0,0,0,0
11305,4479000,943,tambaram west,2,0,0,0,0
11306,4108000,865,tambaram west,2,0,0,0,0
11307,4218000,888,tambaram west,2,0,0,0,0
11308,6175000,1300,tambaram west,3,0,0,0,0
11309,4678000,985,tambaram west,2,0,0,0,0
11310,19500000,1566,Thiruvanmiyur,3,0,0,0,0
11311,4500000,954,East Tambaram,2,0,1,0,1
11312,6300000,1363,East Tambaram,3,0,1,0,1
11313,5000000,1225,Maraimalai Nagar,3,1,0,0,0
11314,4000000,970,Singaperumal Koil,2,1,1,1,1
11315,4000000,983,Maraimalai Nagar,2,1,0,0,0
11316,4000000,977,Maraimalai Nagar,2,1,0,0,0
11317,4500000,1089,Maraimalai Nagar,3,1,0,0,0
11318,4000000,976,Maraimalai Nagar,2,1,0,0,0
11319,6240000,1040,Velachery,2,0,0,0,0
11320,4040000,1010,tambaram west,2,0,0,0,0
11321,4000000,1040,Pozhichalur,2,0,0,0,0
11322,3340000,835,tambaram west,2,0,0,0,0
11323,19000000,1550,Gopalapuram,3,0,0,0,0
11324,5610000,935,Velachery,2,0,0,0,0
11325,4653000,940,Kolapakkam,2,0,0,0,0
11326,4969000,1004,Kolapakkam,2,0,0,0,0
11327,4583000,926,Kolapakkam,2,0,0,0,0
11328,6321000,1277,Kolapakkam,3,0,0,0,0
11329,5999000,1212,Kolapakkam,3,0,0,0,0
11330,6004000,1213,Kolapakkam,3,0,0,0,0
11331,4885000,987,Kolapakkam,2,0,0,0,0
11332,4558000,921,Kolapakkam,2,0,0,0,0
11333,4667000,943,Kolapakkam,2,0,0,0,0
11334,5915000,1195,Kolapakkam,3,0,0,0,0
11335,4860000,982,Kolapakkam,2,0,0,0,0
11336,5925000,1197,Kolapakkam,3,0,0,0,0
11337,4692000,948,Kolapakkam,2,0,0,0,0
11338,6271000,1267,Kolapakkam,3,0,0,0,0
11339,8500000,925,Palavakkam,2,0,0,0,0
11340,5000000,1035,Sholinganallur,2,0,0,0,0
11341,65000000,2692,Kotturpuram,4,0,0,1,1
11342,51600000,3355,Anna Nagar,4,0,0,0,0
11343,33000000,2450,Kilpauk,3,0,0,0,0
11344,3600000,1000,Kovur,2,1,1,1,0
11345,54900000,3050,Alwarpet,3,0,0,0,0
11346,5700000,850,Perambur,2,0,0,0,0
11347,2500000,677,Avadi,2,0,0,0,0
11348,11000000,950,Kodambakkam,2,0,0,0,0
11349,4400000,855,Mevalurkuppam,2,1,1,1,1
11350,3200000,576,Mevalurkuppam,1,1,1,1,1
11351,3400000,603,Moolacheri,2,1,1,1,1
11352,3200000,603,Moolacheri,1,1,1,1,1
11353,8000000,1710,Mevalurkuppam,4,1,1,1,1
11354,6151000,1184,Medavakkam,3,0,0,0,0
11355,5597000,905,Medavakkam,2,0,0,0,0
11356,5587000,1030,Medavakkam,2,0,0,0,0
11357,5246000,993,Medavakkam,2,0,0,0,0
11358,5208000,926,Medavakkam,2,0,0,0,0
11359,5270000,998,Medavakkam,2,0,0,0,0
11360,4801000,899,Medavakkam,2,0,0,0,0
11361,4943000,929,Medavakkam,2,0,0,0,0
11362,5199000,983,Medavakkam,2,0,0,0,0
11363,5066000,955,Medavakkam,2,0,0,0,0
11364,5175000,978,Medavakkam,2,0,0,0,0
11365,4853000,910,Medavakkam,2,0,0,0,0
11366,4924000,909,Medavakkam,2,0,0,0,0
11367,5184000,980,Medavakkam,2,0,0,0,0
11368,4962000,933,Medavakkam,2,0,0,0,0
11369,6083000,1106,Mugalivakkam,2,1,0,1,1
11370,10200000,1816,Mugalivakkam,3,1,0,1,1
11371,11500000,2096,Mugalivakkam,4,1,0,1,1
11372,8563000,1557,Mugalivakkam,3,1,0,1,1
11373,3211999,584,Mugalivakkam,1,1,0,1,1
11374,8981000,1633,Mugalivakkam,3,1,0,1,1
11375,3289000,598,Mugalivakkam,1,1,0,1,1
11376,9442000,1575,Iyappanthangal,3,1,1,0,0
11377,3656000,610,Iyappanthangal,1,1,1,0,0
11378,6534000,1090,Iyappanthangal,2,1,1,0,0
11379,10100000,1700,Iyappanthangal,3,1,1,0,0
11380,6834000,1140,Iyappanthangal,2,1,1,0,0
11381,6773999,1130,Iyappanthangal,2,1,1,0,0
11382,10700000,1790,Iyappanthangal,3,1,1,0,0
11383,7194000,1200,Iyappanthangal,2,1,1,0,0
11384,7252000,1295,Chengalpattu,2,0,0,0,0
11385,7280000,1300,Chengalpattu,2,0,0,0,0
11386,4460000,1115,tambaram west,2,0,0,0,0
11387,3660000,915,tambaram west,2,0,0,0,0
11388,3885000,1110,tambaram west,2,0,0,0,0
11389,7195999,1285,Nenmeli,3,0,0,0,0
11390,3885000,1110,West Tambaram,2,0,0,1,1
11391,3202000,915,West Tambaram,2,0,0,1,1
11392,5461000,993,Mugalivakkam,2,1,0,1,1
11393,4000000,840,Avadi,2,0,0,0,0
11394,4000000,840,Avadi,2,0,0,0,0
11395,4000000,815,Avadi,2,0,0,0,0
11396,4300000,915,Avadi,2,0,0,0,0
11397,3900000,810,Avadi,2,0,0,0,0
11398,4300000,910,Avadi,2,0,0,0,0
11399,3960000,840,Avadi,2,0,0,0,0
11400,4300000,915,Avadi,2,0,0,0,0
11401,7044000,1175,Iyappanthangal,2,1,1,0,0
11402,9861000,1645,Iyappanthangal,3,1,1,0,0
11403,3806000,635,Iyappanthangal,1,1,1,0,0
11404,7014000,1170,Iyappanthangal,2,1,1,0,0
11405,3746000,625,Iyappanthangal,1,1,1,0,0
11406,10400000,1740,Iyappanthangal,3,1,1,0,0
11407,7134000,1190,Iyappanthangal,2,1,1,0,0
11408,10300000,1730,Iyappanthangal,3,1,1,0,0
11409,4942000,1131,Perungalathur,2,1,1,1,1
11410,4426000,1107,Avadi,2,1,1,1,0
11411,5786000,1447,Avadi,3,1,1,1,0
11412,2279000,570,Avadi,1,1,1,1,0
11413,6586000,1647,Avadi,3,1,1,1,0
11414,4322000,1081,Avadi,2,1,1,1,0
11415,4914000,1229,Avadi,3,1,1,1,0
11416,4226000,1057,Avadi,2,1,1,1,0
11417,2311000,578,Avadi,1,1,1,1,0
11418,6266000,1567,Avadi,3,1,1,1,0
11419,8675000,1641,Ramavaram,3,0,0,0,0
11420,8675000,1641,Mugalivakkam,3,0,0,0,0
11421,8675000,1641,Mugalivakkam,3,0,0,0,0
11422,8675000,1641,Mugalivakkam,3,0,0,0,0
11423,8675000,1641,Mugalivakkam,3,0,0,0,0
11424,8675000,1641,Mugalivakkam,3,0,0,0,0
11425,8675000,1641,Mugalivakkam,3,0,0,0,0
11426,8675000,1641,Mugalivakkam,3,0,0,0,0
11427,8675000,1641,Mugalivakkam,3,0,0,0,0
11428,24500000,2062,Anna Nagar,3,1,1,1,1
11429,6217000,1194,Nandambakkam,2,0,0,0,0
11430,8675000,1641,Manapakkam,3,0,0,0,0
11431,8675000,1641,Ramapuram,3,0,0,0,0
11432,8675000,1641,Ramavaram,3,0,0,0,0
11433,8675000,1641,Ramavaram,3,0,0,0,0
11434,8675000,1641,Manapakkam,3,0,0,0,0
11435,8675000,1641,Manapakkam,3,0,0,0,0
11436,8675000,1641,Manapakkam,3,0,0,0,0
11437,8675000,1641,Manapakkam,3,0,0,0,0
11438,8675000,1641,Manapakkam,3,0,0,0,0
11439,8675000,1641,Ramapuram,3,0,0,0,0
11440,8675000,1641,Manapakkam,3,0,0,0,0
11441,23000000,1580,Padi,3,0,0,0,0
11442,5316000,1251,Perumbakkam,3,0,1,0,0
11443,4534000,1067,Perumbakkam,3,0,1,0,0
11444,4403000,1036,Perumbakkam,2,0,1,0,0
11445,7541000,1423,Rajakilpakkam,3,0,0,0,0
11446,6476000,1222,Rajakilpakkam,3,0,0,0,0
11447,5088000,960,Rajakilpakkam,2,0,0,0,0
11448,4679000,883,Rajakilpakkam,2,0,0,0,0
11449,7541000,1423,Sembakkam,3,0,0,0,0
11450,6476000,1222,Sembakkam,3,0,0,0,0
11451,5088000,960,Sembakkam,2,0,0,0,0
11452,4679000,883,Sembakkam,2,0,0,0,0
11453,6140000,1266,Selaiyur,3,0,0,0,0
11454,5349000,1103,Selaiyur,3,0,0,0,0
11455,5010000,1033,Selaiyur,2,0,0,0,0
11456,4753000,980,Selaiyur,2,0,0,0,0
11457,4049000,835,Selaiyur,2,0,0,0,0
11458,3104000,640,Selaiyur,1,0,0,0,0
11459,6475000,1400,Madambakkam,3,0,0,0,0
11460,5349000,1103,Selaiyur,3,0,0,0,0
11461,5010000,1033,Selaiyur,2,0,0,0,0
11462,4753000,980,Selaiyur,2,0,0,0,0
11463,4049000,835,Selaiyur,2,0,0,0,0
11464,3104000,640,Selaiyur,1,0,0,0,0
11465,6475000,1400,Madambakkam,3,0,0,0,0
11466,5933000,1283,Madambakkam,3,0,0,0,0
11467,5499000,1189,Madambakkam,3,0,0,0,0
11468,4810000,1040,Madambakkam,2,0,0,0,0
11469,4347000,940,Madambakkam,2,0,0,0,0
11470,4120000,891,Madambakkam,2,0,0,0,0
11471,2474000,535,Madambakkam,1,0,0,0,0
11472,6425000,1285,Sembakkam,3,0,0,0,0
11473,5800000,1000,Villivakkam,2,0,0,0,1
11474,2852000,741,Cholambedu,2,0,0,0,0
11475,5203000,946,Ambattur,2,0,0,0,0
11476,4708000,856,Ambattur,2,0,0,0,0
11477,5318000,967,Ambattur,2,0,0,0,0
11478,2975000,541,Ambattur,1,0,0,0,0
11479,2343000,426,Ambattur,1,0,0,0,0
11480,3888000,707,Ambattur,2,0,0,0,0
11481,3888000,707,Ambattur,2,0,0,0,0
11482,4426000,1107,Avadi,2,1,1,1,0
11483,4322000,1081,Avadi,2,1,1,1,0
11484,4226000,1057,Avadi,2,1,1,1,0
11485,2311000,578,Avadi,1,1,1,1,0
11486,6266000,1567,Avadi,3,1,1,1,0
11487,5786000,1447,Avadi,3,1,1,1,0
11488,2279000,570,Avadi,1,1,1,1,0
11489,6586000,1647,Avadi,3,1,1,1,0
11490,4914000,1229,Avadi,3,1,1,1,0
11491,3160000,660,Nanmangalam,1,0,0,0,0
11492,6580000,941,Chromepet,2,0,0,0,0
11493,3315999,809,Ullagaram,2,0,0,0,0
